12/02/2021;1.270.4;1.269.2;;;127037;126920;;1.27037;1.2692
11/02/2021;1.270.0;1.270.5;;;126996;127045;;1.26996;1.27045
10/02/2021;1.269.2;1.269.9;;;126920;126993;;1.2692;1.26993
09/02/2021;1.273.6;1.269.2;;;127360;126920;;1.2736;1.2692
08/02/2021;1.275.8;1.273.4;;;127576;127340;;1.27576;1.2734
05/02/2021;1.282.5;1.275.5;;;128252;127550;;1.28252;1.2755
04/02/2021;1.278.4;1.282.5;;;127839;128251;;1.27839;1.28251
03/02/2021;1.278.1;1.278.4;;;127808;127836;;1.27808;1.27836
02/02/2021;1.284.6;1.278.0;;;128460;127802;;1.2846;1.27802
01/02/2021;1.278.6;1.284.8;;;127855;128479;;1.27855;1.28479
29/01/2021;1.282.9;1.277.2;;;128288;127719;;1.28288;1.27719
28/01/2021;1.279.7;1.282.9;;;127970;128285;;1.2797;1.28285
27/01/2021;1.269.1;1.279.7;;;126914;127970;;1.26914;1.2797
26/01/2021;1.273.7;1.269.2;;;127373;126921;;1.27373;1.26921
25/01/2021;1.271.4;1.273.6;;;127140;127364;;1.2714;1.27364
22/01/2021;1.263.5;1.273.7;;;126346;127370;;1.26346;1.2737
21/01/2021;1.263.4;1.263.4;;;126338;126343;;1.26338;1.26343
20/01/2021;1.273.3;1.263.1;;;127333;126306;;1.27333;1.26306
19/01/2021;1.275.1;1.273.2;;;127513;127320;;1.27513;1.2732
18/01/2021;1.273.4;1.275.5;;;127340;127550;;1.2734;1.2755
15/01/2021;1.263.8;1.272.9;;;126380;127290;;1.2638;1.2729
14/01/2021;1.269.6;1.263.6;;;126955;126357;;1.26955;1.26357
13/01/2021;1.270.9;1.269.7;;;127093;126965;;1.27093;1.26965
12/01/2021;1.278.4;1.270.9;;;127835;127092;;1.27835;1.27092
11/01/2021;1.270.4;1.278.3;;;127039;127827;;1.27039;1.27827
08/01/2021;1.269.0;1.268.6;;;126904;126859;;1.26904;1.26859
07/01/2021;1.267.3;1.269.0;;;126726;126902;;1.26726;1.26902
06/01/2021;1.266.7;1.267.5;;;126665;126750;;1.26665;1.2675
05/01/2021;1.277.1;1.266.7;;;127712;126670;;1.27712;1.2667
04/01/2021;1.271.7;1.277.5;;;127168;127752;;1.27168;1.27752
01/01/2021;1.273.0;1.272.7;;;127300;127270;;1.273;1.2727
31/12/2020;1.275.7;1.272.8;;;127570;127280;;1.2757;1.2728
30/12/2020;1.281.6;1.275.6;;;128155;127560;;1.28155;1.2756
29/12/2020;1.284.8;1.281.6;;;128480;128160;;1.2848;1.2816
28/12/2020;1.285.5;1.285.5;;;128549;128553;;1.28549;1.28553
25/12/2020;1.286.3;1.286.9;;;128630;128690;;1.2863;1.2869
24/12/2020;1.284.6;1.287.1;;;128455;128708;;1.28455;1.28708
23/12/2020;1.290.7;1.284.6;;;129067;128460;;1.29067;1.2846
22/12/2020;1.285.7;1.290.6;;;128567;129063;;1.28567;1.29063
21/12/2020;1.279.7;1.285.7;;;127968;128565;;1.27968;1.28565
18/12/2020;1.271.8;1.278.4;;;127176;127840;;1.27176;1.2784
17/12/2020;1.274.2;1.271.8;;;127420;127184;;1.2742;1.27184
16/12/2020;1.269.6;1.273.9;;;126959;127388;;1.26959;1.27388
15/12/2020;1.276.2;1.269.8;;;127617;126980;;1.27617;1.2698
14/12/2020;1.275.4;1.276.2;;;127540;127623;;1.2754;1.27623
11/12/2020;1.273.6;1.277.1;;;127355;127710;;1.27355;1.2771
10/12/2020;1.281.5;1.273.6;;;128148;127360;;1.28148;1.2736
09/12/2020;1.281.7;1.281.5;;;128172;128149;;1.28172;1.28149
08/12/2020;1.279.7;1.281.7;;;127969;128165;;1.27969;1.28165
